"indicateur","libellés","villes","Unit","Date","Value"
"Evolution des températures  (en °C et dixième)","Températures maximales","Mango","°C","2019M1","37"
"Evolution des températures  (en °C et dixième)","Températures maximales","Mango","°C","2019M2","36"
"Evolution des températures  (en °C et dixième)","Températures maximales","Mango","°C","2019M3","41"
"Evolution des températures  (en °C et dixième)","Températures maximales","Mango","°C","2019M4","40"
"Evolution des températures  (en °C et dixième)","Températures maximales","Mango","°C","2019M5","37"
"Evolution des températures  (en °C et dixième)","Températures maximales","Mango","°C","2019M6","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Mango","°C","2019M7","33"
"Evolution des températures  (en °C et dixième)","Températures maximales","Mango","°C","2019M8","32"
"Evolution des températures  (en °C et dixième)","Températures maximales","Mango","°C","2019M9","31"
"Evolution des températures  (en °C et dixième)","Températures maximales","Mango","°C","2019M10","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Mango","°C","2019M11","38"
"Evolution des températures  (en °C et dixième)","Températures maximales","Mango","°C","2019M12","37"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2013M1","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2013M2","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2013M3","39"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2013M4","36"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2013M5","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2013M6","32"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2013M7","30"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2013M8","29"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2013M9","30"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2013M10","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2013M11","37"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2013M12","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2014M1","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2014M2","37"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2014M3","38"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2014M4","37"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2014M5","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2014M6","33"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2014M7","31"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2014M8","30"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2014M9","30"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2014M10","33"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2014M11","36"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2014M12","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2015M1","33"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2015M2","38"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2015M3","38"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2015M4","39"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2015M5","38"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2015M6","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2015M7","32"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2015M8","30"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2015M9","31"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2015M10","33"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2015M11","36"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2015M12","32"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2016M1","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2016M2","36"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2016M3","38"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2016M4","38"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2016M5","36"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2016M6","32"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2016M7","30"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2016M8","30"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2016M9","31"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2016M10","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2016M11","37"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2016M12","37"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2017M1","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2017M2","37"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2017M3","40"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2017M4","39"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2017M5","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2017M6","32"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2017M7","30"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2017M8","30"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2017M9","31"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2017M10","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2017M11","37"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2017M12","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2018M1","33"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2018M2","37"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2018M3","39"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2018M4","39"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2018M5","36"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2018M6","32"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2018M7","30"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2018M8","30"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2018M9","31"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2018M10","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2018M11","37"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2018M12","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2019M1","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2019M2","36"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2019M3","39"
"Evolution des températures  (en °C et dixième)","Températures maximales","Dapaong","°C","2019M4","39"
